	header	desc	author	date
134	Student Loan Cancellation Could Be Limited To Borrowers Who Earn $125,000	Expect student loan forgiveness to be limited based on your income.	Zack Friedman	May 3, 2022
135	Joe Manchin Just Made A Great Argument In Support Of A Carbon Tax	If the goal is to use government policy to encourage manufacturers to dramatically increase the supply of EVs, a carbon tax would be much more efficient than an EV credit.	Howard Gleckman	May 3, 2022
136	Has Dotdash Meredith Found Hidden Value In Underappreciated Brands?	Vogel believes those elements make Dotdash more attractive to many advertisers than social media sites or subscription-based ad services. His sites are simply closer to the customer than Google is, he notes.	Jonathan Boyar	May 3, 2022
137	Don’t Fight The Fed	To support the economy after COVID, the Federal Reserve massively increased their holdings of mortgages and bonds, totaling $9 trillion by the end of first quarter 2022.	David Thomas	May 3, 2022
138	12 Reasons You Won’t Be A Millionaire	Try to avoid these 12 common financial moves that will make it even harder to become a millionaire. Yes anyone can become a millionaire.	David Rae	May 3, 2022
139	What To Watch For In NY Times’ Stock Post Q1?	New York Times’ stock (NYSE: NYT), a diversified media company that includes newspapers, internet businesses, television, and radio stations, is scheduled to report its Q1 2022 results on Wednesday, May 4.	Trefis Team	May 3, 2022
140	Adjusting For Climate Change: Clean Energy Tax Proposals	Beth Viola and Nicole Elliott of Holland & Knight LLP discuss the latest clean energy tax proposals and the likelihood of their passage in Congress.	Tax Notes Staff	May 3, 2022
141	4 Reasons Your Student Loans May Not Get Canceled	You may not get student loan cancellation.	Zack Friedman	May 3, 2022
142	How To Get $4,417 Of Monthly Dividend Income With Just $450K Saved	Today I want to show you how to do the unthinkable and retire in seven years—starting with a $0 nest egg.	Michael Foster	May 3, 2022
143	Starbucks Stock To Trade Higher Post Fiscal Q2 Results?	Overall, Starbucks Rewards accounts for 53% of total store spending in its stores, which is the highest level ever and is an increase of three points from fiscal Q1 2021.	Trefis Team	May 3, 2022
144	Industry Is Driving The Global Water Crisis. Investors Can Help It Reverse Course.	Water is among our planet’s most valuable resources, but industry – from food production to mining, apparel manufacturing to high tech – has chronically undervalued and undermanaged global freshwater.	Mindy Lubber	May 3, 2022
145	A Man Named Ma Spooks Alibaba HK	It was a quiet night in Asia as China was closed for Labor Day, Japan for Constitution Day, and many countries with Muslim populations for Eid al-Fitr, which marks the end of Ramadan fasting.	Brendan Ahern	May 3, 2022
146	Despite My Foregone $770 Million Gain, Buffett Is Right To Shun Bitcoin	With Bitcoin down 40% from its high, I challenge Musk and Thiel to offer a real rebuttal of Buffett's anti-Bitcoin argument	Peter Cohan	May 3, 2022
147	Meta Platforms Stock Is Down 38% YTD, Is It Attractive?	FB stock is currently trading around $200 per share, which is 34% below its fair value of $303 – Trefis’ estimate for Meta Platforms’ valuation.	Trefis Team	May 3, 2022
148	Nearly A Million Borrowers Will Get Student Loan Forgiveness, Says Biden — Is More Coming?	President Biden touted student loan forgiveness initiatives that will benefit hundreds of thousands of borrowers, even as he indicated that he is considering cancelling more student debt.	Adam S. Minsky	May 3, 2022
149	Will Stryker Stock See Higher Levels?	While the company’s management expects its full-year sales to rise at the higher end of its guided range of 6% to 8%, it expects its adjusted EPS to be toward the lower end of the guided range of $9.60 to $10.00.	Trefis Team	May 3, 2022
150	Biden Cancels $238 Million In Student Loans For 28,000 Borrowers	President Biden continued his surgical approach to student loan forgiveness by discharging $238 million in loans for 28,000 borrowers of a defunct for-profit cosmetology school.	Shahar Ziv	May 3, 2022
151	Roth Strategies For High Earners And Business Owners	Roth IRAs can be very beneficial. But for many higher-earning Americans, contributions to Roth IRAs may out of reach due to IRS limits on contributions to individual Roth IRAs at higher income levels. Here are some ways higher-earning Americans can still access a Roth IRA.	Mark Avallone	May 3, 2022
152	Defining The Next Generation Of ESG Investing	It’s clear that the importance of ESG issues are no longer just the prerogative of the socially conscious, but those seeking top financial returns as well.	Heather Hartnett	May 3, 2022
153	What To Expect From CVS Health’s Q1?	The company expects a 70% to 80% y-o-y cut in Covid-19 vaccine volume and a 40% to 50% decline in at-store diagnostic testing volume for the full-year 2022.	Trefis Team	May 3, 2022
154	If Biden Has Canceled Some Student Loans, Why Can’t He Cancel All Student Debt?	Will your student loans get cancelled?	Zack Friedman	May 3, 2022
155	Considering Emerging Markets? Bonds May Be Preferable To Equities	With the U.S. bond market and the S&P 500 and NASDAQ off to its worst start in decades, investors are looking for ways to protect their portfolios. Emerging market bonds offer potential to outperform US bonds.	Nick Sargen	May 3, 2022
156	Nio, Xpeng, Li Auto: Have Chinese EV Stocks Bottomed After A Tough April?	NIO) saw deliveries for April fall to 5,074 units, down from about 10,000 in March and about 7,100 units in April 2021, as the company temporarily suspended production at its Hefei plant.	Trefis Team	May 3, 2022
157	Will #BlackTwitter Survive Elon Musk’s $44 Billion Social Media Takeover?	Since Black Twitter is not a separate platform, but rather an open secret to spark change, nostalgia and intellectual civic discourse, will accountability remain under new private leadership?	Kori Hale	May 3, 2022
158	Streaming Headwinds An Opportunity To Buy Disney Stock?	While Disney has seen some negative news flow in recent weeks relating to its spat with Florida lawmakers over a controversial law, much of the stock’s correction appears to be driven by apparent concerns about the Disney streaming business, following Netflix’s tough Q1 earnings.	Trefis Team	May 3, 2022
159	Democrats’ Proposed Tax Hike Is Reckless And Not The Solution To Inflation	Senate Majority Leader Chuck Schumer’s new cure for inflation—raising taxes—would be economic malpractice on an epic scale.	Steve Forbes	May 3, 2022
160	Stocks To Trade In May	In April, the short sales returned -12.53%. Here are the May long and short recommendations.	Bill Sarubbi	May 3, 2022
161	Alibaba Shares Briefly Plunge On Arrest Report Of Person Named ‘Ma’ In Hangzhou	Alibaba shares plunged as much as 9.4% in Tuesday morning trading in Hong Kong following a report by CCTV that an individual surnamed Ma, which many investors feared to be cofounder Jack Ma, had been detained.	Catherine Wang	May 3, 2022
162	Zilingo Sidelines Communications Director Amid Ongoing Internal Accounting Probe	Zilingo—a high-profile fashion technology startup backed by Singaporean state-owned investor Temasek Holdings and Sequoia Capital India—has sidelined its communications director, adding to signs of an internal rift at the company amid an ongoing internal accounting probe.	Jonathan Burgos	May 3, 2022
163	30 Under 30 Europe: These Founders And Investors Are Transforming The Future Of Finance	Here's some of the fresh talent shaping finance and investing from London to Budapest.	Hank Tucker	May 3, 2022
164	Markets Inch Higher—But Experts Warn Of ‘Continued Volatility’ After ‘Brutal’ Stock Selloff	Investors should brace themselves for more uncertainty this month, analysts warn.	Sergei Klebnikov	May 2, 2022
165	Helix Enables Banking As A Service For Fintechs	Helix customers include Acorns, Betterment, Credit Karma, Empower, Gusto and M1.	Tom Groenfeldt	May 2, 2022
166	Musk Criticizes Twitter’s Executive Compensation. Here’s How It Compares To Rivals Meta, Snap And Alphabet.	Musk has publicly criticized how much Twitter pays its board of directors and executives.	Sergei Klebnikov	May 2, 2022
167	Under Armour Reports Before The Open On 5/6 -- Options Contracts Expire The Same Day	According to NextEarningsDate.com, the Under Armour﻿UAA﻿ UAA next earnings date is projected to be 5/6 before market open, with earnings estimates of $0.05/share on $1.32 Billion of revenue.	Dividend Channel	May 2, 2022
168	Stocks Could Plunge Another 15% After Fed-Spurred Selloff—Will The Economy Fall Into Recession?	One analyst worries inflation will force the Fed to hike rates “until it hurts,” pushing the economy into a recession.	Jonathan Ponciano	May 2, 2022
169	Instead Of Market Fear, Let’s Try Some Historical Perspective	Smart investing means looking a few years in advance, not a few weeks.	Erik Sherman	May 2, 2022
170	The Founding Of The U.S. Is A Case Study In Decentralization	Today, nearly 250 years later, we might think of this ideological rift in terms of centralization (a strong central authority) versus decentralization (a more distributed system). And decentralization is winning out.	Frank Holmes	May 2, 2022
171	A Remarkable Example Of Healthy Aging In Widowhood	Maureen at 89 is healthy, alert and deeply engaged with family and social connections. Her secrets to healthy aging are about habits.	Carolyn Rosenblatt	May 2, 2022
172	Broad Student Debt Cancellation Would Backfire	Broad debt cancellation would be an expensive, regressive giveaway to affluent households that worsens inflation and detracts from more meaningful efforts to address the college affordability crisis.	Ben Ritz	May 2, 2022
173	What To Expect From Restaurant Brands Stock Post Q1?	Restaurant Brands International Inc. stock (NYSE: QSR) is one of the largest fast-food restaurant chains in the world and it is a combination of Burger King, Tim Hortons, Popeyes, and, since late 2021, also Firehouse Subs.	Trefis Team	May 2, 2022
174	Digital Banking Rebel Pioneers Leveraging Of Crypto For Home Loans	Mortgage rates in the United States are rising quickly, yet a Miami startup is racing to securitize home loans with cryptocurrency.	Jon Markman	May 2, 2022
175	It’s Not Free Money: Why 401(k) Loans Are (Usually) A Bad Idea	When looking to buy a house or just needing some quick cash, it’s not uncommon for people to look to their retirement accounts for easy money. I usually advise against this and feel it can cause more damage to your financial security than good, and I’d like to explain why.	Eric Brotman	May 2, 2022
176	How Technical Traders Apply Their Expertise To Crypto Markets	We see technical analysis as one discipline of several that can be used to understand markets, and its goal is primarily to understand price trends and where there may be inflection points as well as potential areas of buying and selling pressure. But it has limitations.	Steven Ehrlich	May 2, 2022
177	Could The SEC Climate Rule Help Carbon Taxation?	Nana Ama Sarfo looks at the SEC's proposed climate disclosure rule and questions whether a provision mandating public companies to disclose their internal carbon pricing could help carbon taxation efforts in the United States and globally.	Nana Ama Sarfo	May 2, 2022
178	Down 85% From Peak, 4 Reasons To Bet Carvana Stock Will Drop	Most of Carvana's profits per car derived from investors' appetite for used car loans. With interest rates and repayment risk rising, those profits could fade fast.	Peter Cohan	May 2, 2022
179	3 Great 7% Yields, Paid Monthly	One of the market’s most secure, steady sources of generous yield is going through a rare turbulent moment.	Brett Owens	May 2, 2022
180	What The Extended Student Loan Pause Means For You	A time of no interest and no payments is a financial opportunity for the borrower. Here are some thoughts on what to do to put you in the best position before the relief period ends:	Cyrus Purnell	May 2, 2022
181	Johnny Depp & Amber Heard Have Tax Issues Too	Depp’s $50M suit against Amber Heard is for defamation, which means 37% federal tax and 13.3% California tax. If Depp wins $50M but must pay 40% to his lawyer, he nets $30M. But he could have to pay tax on $50M unless he can find a way to deduct his legal fees, which is not always possible.	Robert W. Wood	May 2, 2022
182	What Are The Top-10 Highest Earning College Majors?	College costs too much, especially if you get into debt.	John F. Wasik	May 2, 2022
183	China Social Media Bilibili Trims Revenue Forecast, Gets A Bump In Users Amid Lockdowns	"""The near-term financial impact of Covid-19 is rapidly evolving and difficult to predict"""	Russell Flannery	May 2, 2022
184	Phillips 66’s Cash Flow Increases The Safety Of Its Dividend Yield	Seven new stocks make our Safest Dividend Yields Model Portfolio this month. Get a free look at one of the stocks in this month's portfolio.	David Trainer	May 2, 2022
185	Cisco Systems: A Network To Rely Upon	While economists warn of the possibility of an impending recession, investors should focus on putting their money in the stocks of companies with enduring business models that generate significant free cash flow and offer an attractive yield.	David Trainer	May 2, 2022
186	Student Loan Forgiveness: Who Could Qualify Under Biden’s Plan	Here’s what you need to know — and what it means for your student loans.	Zack Friedman	May 2, 2022
187	This Stock Has A 4.03% Yield And Sells For Less Than Book	The recent NAVI share price of $15.89 represents a price-to-book ratio of 0.8 and an annual dividend yield of 4.03% — by comparison, the average stock in Dividend Channel's coverage universe yields 3.7% and trades at a price-to-book ratio of 2.6	Dividend Channel	May 2, 2022
188	What’s Happening With General Electric Stock?	The price of General Electric stock has fallen over 15% in a month, while it’s down 19% YTD. The company recently reported its Q1 results, which were better than the street estimates. GE’s total revenue of $17.0 billion was flat y-o-y but marginally above the $16.9 billion consensus estimate...	Trefis Team	May 2, 2022
189	Fidelity’s New Metaverse Learning Center Is Doomed To Fail	Fidelity’s new metaverse learning center experience comes off as having been created by out-of-touch business execs trying to do something cool and hip—but failing miserably at it.	Ron Shevlin	May 2, 2022
190	CME Group Stock Topped The Consensus In Q1, Is It A Buy?	CME Group’s stock has lost 1% YTD, while the S&P500 is down 12% over the same period. Further, at its current price of $226 per share, it is trading 7% below its fair value of $243 – Trefis’ estimate for CME Group’s valuation. The exchange posted better than expected earnings in the recently...	Trefis Team	May 2, 2022
191	Crucial Takeaways From Berkshire Hathaway’s Q1 Earnings	Berkshire’s quarterly earnings of almost $5.5 billion fell by 53% versus the same quarter in 2021. Operating earnings, which remove the distortion from market changes, rose fractionally by 0.3%. Due to share repurchases, per-share operating income for 1Q increased by 4% versus 2021.	Bill Stone	May 2, 2022
192	Should Penn Stock Again Gather Investor Optimism?	The shares of Penn National Gaming and Draft Kings have touched down to pre-pandemic levels despite all the frenzy associated with sports betting and iGaming business in the U.S. With 44 properties across 20 states in the country, Penn National is an omni-channel provider of conventional...	Trefis Team	May 2, 2022
193	Does News Corp’s Stock Have Upside?	After a 11% decline over the last six months, at the current price of around $20 per share, we believe News Corp stock, a global, diversified media and information services company - could see gains. NWSA stock has declined from around $23 to $20 in the last six months, largely underperforming...	Trefis Team	May 2, 2022
194	NY Times Stock Down 15% In A Month, What’s Next?	New York Times stock, a diversified media company that includes newspapers, internet businesses, television, and radio stations, has declined by 15% over the last twenty-one trading days (one month) and currently stands at around $40. It should be noted that the broader S&P500 returned a 7% fall...	Trefis Team	May 2, 2022
195	Why Has Mondelez International Stock Underperformed The S&P Since 2018?	Mondelez International Inc. stock price rose around 1.65x from $40 in 2018 end to $66 currently, primarily due to favorable changes in its P/S multiple. During this period, the company also witnessed a slight rise in revenues, and a drop in the outstanding share count, which also supported the...	Trefis Team	May 2, 2022
196	What’s Behind SunPower Stock’s 4x Growth Since 2018?	SunPower Corporation stock price rose more than 4x from $4 in 2018 end to over $17 currently, primarily due to favorable changes in its P/S multiple. During this period, the company did witness a slight rise in revenues, but a substantial rise in the outstanding share count weighed on the company’s.	Trefis Team	May 2, 2022
197	Facebook Billionaire Eduardo Saverin’s B Capital Halts SPAC Plans Amid Market Volatility	B Capital—an investment firm led by Facebook cofounder Eduardo Saverin and former Bain Capital executive Raj Ganguly—won’t pursue an earlier plan to launch a special purpose acquisition company (SPAC).	Jonathan Burgos	May 2, 2022
198	Brutal Market Yields Value: Seven Dividend Darlings Including Intel To Make Buffett And Munger Smile	Buffett became a billionaire by applying the rules of value investing he learned from Benjamin Graham, who emphasized buying fundamentally sound companies at irrationally deep discounts to their intrinsic value.	John Dobosz	May 2, 2022
199	Simon and Brookfield Pursue Kohl’s to Join Rival J.C. Penney	Kohl’s on Friday mailed a letter to shareholders, written by incoming Kohl’s board chair Peter Boneparth urging the shareholders to vote for all 13 of Kohl’s current director nominees, ahead of Kohl’s May 11, shareholders meeting.	Sanford Stein	May 1, 2022
200	Make America Make Again	Our responses to inflation thus far are repeating the errors that have been hollowing us out for the past fifty years. To reverse inflation, restore national health, and remain secure in a more perilous world, we must PRODUCE again. Happily now's the most propitious time since the '40s to do it.	Robert Hockett	May 1, 2022
201	Profit Falls At World’s Largest EV Battery Maker CATL Even As Sales Soar 136% In First Quarter	Rising costs hurting earnings	Russell Flannery	May 1, 2022
202	Stocks This Week: Sell Short American Electric Power	The market is likely to move lower. Here is a short sale.	Bill Sarubbi	May 1, 2022
203	China EV Maker XPeng Says Covid Affecting Supply Chain; Deliveries Drop In April From March	XPeng's U.S.-traded shares have lost more than half of their value since January	Russell Flannery	May 1, 2022
204	China Stock Exchanges To Close May 2-4 For Labor Day Holidays	The Hong Kong Stock Exchange will be closed on May 2 for the holiday.	Russell Flannery	May 1, 2022
205	How To Navigate The Selloff With 8%+ Dividends	This selloff has gone on seemingly forever, and I’m hearing from more investors who are feeling nervous.	Michael Foster	May 1, 2022
206	Neighbors In Crisis, Uzbekistan Shifts Focus To Investment	With Kazakhstan in trouble, China's biggest cities on lockdown, and Russia bogged down in war, Uzbekistan looks for better days.	Kenneth Rapoza	May 1, 2022
207	Crypto Real Estate Is Here – Bitcoin Mortgages Are Just The Beginning	Bitcoin and other crypto are transforming the real estate market	Sean Stein Smith	May 1, 2022
208	Bitcoin And Crypto Now Braced For A $9 Trillion Fed Earthquake As The Price Of Ethereum, BNB, Solana, Cardano, XRP, Terra’s Luna And Avalanche Crater	Bitcoin﻿ and cryptocurrency prices have fallen along with stock markets this year as investors brace for a more hawkish Federal Reserve...	Billy Bambrough	May 1, 2022
209	Elon Musk Mocks Legendary Investor Warren Buffett’s Attack On Bitcoin As The Price Slides—And Signals Further Dogecoin Support	Tesla﻿ billionaire Elon Musk has mocked the legendary investor Warren Buffett after the Berkshire Hathaway﻿﻿ chief executive again attacked bitcoin...	Billy Bambrough	May 1, 2022
210	Is China In Decline?	Ancient Rome is often used as a reference point for today's 'empires' and many declinists draw a comparison with the USA. yet the fall of Rome may have more relevance for China and Xi Jining.	Mike O'Sullivan	May 1, 2022
211	Highlights From The Berkshire Hathaway Annual Meeting	Berkshire Hathaway’s annual “Woodstock for Capitalists” was held on April 30th. After two years of virtual annual meetings, the energy was high for the return to in-person meetings, but attendance was below recent years.	Bill Stone	Apr 30, 2022
212	Hedge Funds Protected Wealth In Q1 But Lagged The Market In March	The hedge fund performance numbers for March and the first quarter are finally in. Data from With Intelligence shows that hedge funds generally protected wealth during	Jacob Wolinsky	Apr 30, 2022
213	Zero-Expense-Ratio ETFs Lower Costs, Help Boost Returns	In mutual funds and exchange-traded funds (ETF), the main cost to the investor is the expense ratio. Paying a smaller expense ratio can help increase investor returns. Here are six ETFs that currently don't charge an expense ratio.	Lawrence Carrel	Apr 30, 2022
214	Storm Clouds Are Looming For The Stock Market	There are many reasons to be bearish the stock market, at least in the short term, from war to inflation to monetary tightening to fiscal spending declining in 2022.	Adam Strauss	Apr 30, 2022
215	Warren Buffett Cautions Against Stock Market ‘Casino’ As Charlie Munger Slams Robinhood	Buffett and his right-hand man had harsh words for Wall Street at Berkshire Hathaway’s annual shareholder meeting.	Hank Tucker	Apr 30, 2022
216	Medical Debt A Major Source Of Consumer Complaints, New Watchdog Report Shows	According to a new report from the Consumer Financial Protection Bureau, medical debt was a key source of consumer complaints about debt collection and credit reporting.	Deb Gordon	Apr 30, 2022
217	Blame It On The Fed – Part II: Inflation	The biggest surprise of the month, a -1.4% real GDP print (preliminary) (market consensus was 1.0%) was greeted with a yawn on Thursday (April 28) because the components pushing down the GDP were not consumer spending issues.	Robert Barone	Apr 30, 2022
218	Time For Usury Limits On Credit Card Interest Rates	If you’re going to worry about inflation rates and their effect on the economy, better consider the main drivers of the country’s fiscal outlook.	Erik Sherman	Apr 30, 2022
219	8 Things I Learned From The 2022 Berkshire Hathaway Meeting	Today Warren Buffett and Charlie Munger held court at the 2022 Berkshire Hathaway shareholder meeting. Here's what I learned.	Rob Berger	Apr 30, 2022
220	Key Bitcoin Levels To Watch	If you are looking for Bitcoin to reach $50,000 or $100,000 this year as some are predicting you might want to look at Tom Aspray’s technical analysis of the yearly Bitcoin trend.	Tom Aspray	Apr 30, 2022
221	Why Now Is The Best Time To Be A Twitter Creator	Twitter is in an incredible position to attract a new set of creators and help them monetize better their content and what’s the better way to do this than by enabling crypto payments?	Derick David	Apr 30, 2022
222	Top Tips For Effective Charitable Giving	We give to charity primarily because it feels good. Being strategic and intentional about charitable giving can increase the effectiveness of giving and increase donor satisfaction.	John Jennings	Apr 30, 2022
223	The One Chart That Calls Market’s Tops And Bottoms	While no chart is perfect, if I could only have one chart to analyze the stock markets it would be this one.	Chuck Jones	Apr 30, 2022
224	Biden Confirms He Won’t Cancel $50,000 Of Student Loans—5 Key Takeaways	It's official: Biden says that he won't cancel $50,000 of student loans.	Zack Friedman	Apr 30, 2022
225	Working From Home And Worker Bargaining Power	Does teleworking signal a power shift between workers and employers, or is it more due to very tight labor markets?	Richard McGahey	Apr 30, 2022
226	7 Ways To Save Extra Cash Without Sacrificing Your Lifestyle	If your budget is feeling the strain of inflation (as most budgets are), there are realistic ways for you to change how you save and spend money—without making huge sacrifices to your lifestyle.	Eric Roberge	Apr 30, 2022
227	This Surging New Cryptocurrency Could Rocket Higher On ‘NFT Hype’ Price Prediction Reveals—As Bitcoin And Ethereum Crash	A survey of cryptocurrency experts has returned a bullish price prediction for apecoin—with the apecoin price rocketing 50% over the last week as the coin's developer gears up for a fresh NFT sale...	Billy Bambrough	Apr 30, 2022
228	New Ledgers, New Business Models And New Opportunities In Micropayments	The examples of both Dropp and Helium seem to indicate that there is real innovation in micropayment business models around shared ledgers and tokens, way out beyond the Bitcoin blockchain, cryptocurrency speculation and NFT madness.	David G.W. Birch	Apr 30, 2022
229	Stock Market Investors Ready To Panic Next Week	Emotions are about to drive the stock market - expect fear, then panic selling in close order	John S. Tobey	Apr 30, 2022
230	Meet The Vermont Startup That Amazon, Gucci And Google Are Betting Could Be The Disney Of The Metaverse	Superplastic, founded by Paul Budnitz in 2017, has taken on new funding from Kering, Sony Japan and Animoca to build a global entertainment brand for the Web3 era.	Marty Swant	Apr 29, 2022
231	Stock Market Fear Is Overdue, So Be Ready For Its Reappearance	Wall Street is waiting for investor fear to show itself, and so should we	John S. Tobey	Apr 29, 2022
232	Getting A Handle On Inflation Affects How Far Your Money Takes You In Retirement	For Gen Xers, inflation can impact their retirement strategy	Next Avenue	Apr 29, 2022
233	After Widowhood Comes A Second Act With Purpose	What I learned after my husband’s death helped me build a business to help others handle their own myriad of tasks	Next Avenue	Apr 29, 2022
234	A Hopeful Future For Midlife Entrepreneurship	Read the inspiring stories of three mid-life entrepreneurs	Next Avenue	Apr 29, 2022
235	Nasdaq Posts Worst Month Since 2008 And Dow Plunges 900 Points: Market Sell-Off Continues	Stocks hit new lows for 2022 amid the ongoing tech sell-off in April.	Sergei Klebnikov	Apr 29, 2022
236	Amazon Stock Erases $210 Billion In One Day After Inflation Triggers Surprise Loss And ‘Ugly’ Selloff	Shares of Amazon have plummeted more than 30% from an all-time high set last year.	Jonathan Ponciano	Apr 29, 2022
237	Update: MITK, MATW and SYNH, April 29	Mitek Systems (MITK) reported fiscal 2022 Q2 results after the close of the market yesterday. Total revenue for the period increased 20.6% year-over-year to $34.7 million, which marked a new quarterly record, while adjusted net income jumped 48.6% to $10.8 million, or 24 cents per share. This [...]	Taesik Yoon	Apr 29, 2022
238	Retailers Scramble to Adapt As Inflation, Supply Chain Woes Persist	The rules of retailing are being rewritten as hope fades that inflation will subside any time soon, or that supply chain disruptions are easing. These ongoing challenges have retailers scrambling daily to reinvent how they operate as conditions seem to lurch from quarter to quarter.	Greg Petro	Apr 29, 2022
239	How The Swiss Government Is Helping Bitcoin Grow Up	Inclusive regulation and pragmatic laws are allowing Switzerland's crypto sector to flourish.	Martin Leo Rivers	Apr 29, 2022
240	Robinhood Losses Spell The End Of An Era For Young Investors Who’ve Never Traded Through A Downturn	The meme generation meets a potential bear market for the first time	Jason Bisnoff	Apr 29, 2022
241	Edward Snowden Taught Zcash CEO Zooko Wilcox A CIA Trick To Help Keep The Creation Ceremony Secure	In the fall of 2016, the cryptocurrency world was aflutter with excitement about the creation of a new kind of cryptocurrency, zcash.	Meg Christensen	Apr 29, 2022
242	8 Easiest Residency Options Right Now	If you're looking to establish a backup residency, Mexico, Panama, Ecuador, Colombia, Dominican Republic, Nicaragua, Portugal, and Northern Cyprus should be on your mind. Here's why...	Kathleen Peddicord	Apr 29, 2022
243	Is Elon Musk Deleting Twitter? What Investors Should Know	The idea of Elon Musk deleting Twitter is on investors’ minds this week. Here’s what it could mean if the company goes private.	Q.ai - Powering a Personal Wealth Movement	Apr 29, 2022
244	Inside The Coinbase NFT Marketplace (And The Company That Helps Power It)	Last week, Coinbase, the largest cryptocurrency exchange in the U.S., finally launched its long-awaited marketplace for digital collectibles.	Meg Christensen	Apr 29, 2022
245	Small Employers Beware… New State Retirement Plan Mandates Are Here	You can now can either automatically enroll your workers into a state-sponsored retirement program or sponsor your plan through a qualifying private plan.	Brian Menickella	Apr 29, 2022
246	The Perfect Storm And Timely Perspective For Every Investor	2022 has been an extremely unkind year to investors. The question is what should investors do now? The answer runs counterintuitive to what you may think.	Jonathan I. Shenkman	Apr 29, 2022
247	Why Financial Education Is Essential For The Aging Spouse Who Does Not Manage The Money	In many traditional marriages, the man handles the money. When the patriarch has cognitive decline, finances can be endangered. Learn the steps to take to prevent financial loss.	Carolyn Rosenblatt	Apr 29, 2022
248	5 Undervalued Buffett Stocks Ahead Of Annual Meeting	Berkshire Hathaway will host the event in person for the first time since 2019	GuruFocus	Apr 29, 2022
249	Internet Regulation Cycle Eases As Domestic Consumption Becomes Job #1, Week In Review	Asian equities had a strong day except for India and the Philippines as Mainland China and Hong Kong both outperformed.	Brendan Ahern	Apr 29, 2022
250	Will The Bearish Sentiment In JetBlue Airways Stock Reverse Anytime Soon?	While JetBlue’s domestic business is expected to assist earnings and cash generation in the long term, Trefis machine learning engine estimates a 54% chance of a rise in the coming weeks by comparing the recent downtrend with historical stock price movements.	Trefis Team	Apr 29, 2022
251	Hong Kong Fintech Unicorn Looks To Raise Up To $150 Million In Yet Another Funding Round: Bloomberg	The seven-year-old startup already raised a total of $400 million since March last year from investors across three funding rounds.	Ralph Jennings	Apr 29, 2022
252	Has Inflation Peaked? Fed’s Favorite Indicator Says Maybe So—Despite Another ‘Startling’ Reading	One closely watched inflation indicator just fell for the first time since October 2020.	Jonathan Ponciano	Apr 29, 2022
253	Elon Musk Sells More Tesla Stock—Bringing Total Sales To More Than $8 Billion This Week	Musk offloaded another 5.2 million Tesla shares on Thursday.	Sergei Klebnikov	Apr 29, 2022
254	American International Group Stock To Pass The Street Expectations In Q1?	The premiums grew 189% y-o-y to $2.7 billion in the life & retirement division driven by higher pension risk transfer sales in the quarter.	Trefis Team	Apr 29, 2022
255	First Quarter GDP Was Stronger Than The Reported 1.4% Decline When You Peel The Onion	While the first quarter saw a reported decline in the economy, when you dive into the numbers it shows underlying strength and growth.	Chuck Jones	Apr 29, 2022
256	Is Yelp Still Relevant Post A 13% Fall?	YELP stock has declined from around $37 to $32 since the beginning of 2022, similarly compared to a 13% fall in the S&P index.	Trefis Team	Apr 29, 2022
257	What Bernie Sanders Running For President Could Mean For Your Student Loans	Will your student loans get canceled?	Zack Friedman	Apr 29, 2022
258	A Simple Guide To Investing For The Modern Entrepreneur	Finding success as an entrepreneur is exciting, but what do you do with your profits? Here are a few tips to help you develop a 21st-century investing strategy.	Jaime Catmull	Apr 29, 2022
259	What To Expect From Pfizer’s Q1?	While we believe that the Q1 results may be below consensus, we find PFE stock undervalued at its current levels, as discussed below.	Trefis Team	Apr 29, 2022
260	‘Historic Milestone’—Bitcoin Is Poised For $800 Billion Buying Frenzy As Ethereum, BNB, XRP, Solana, Cardano, And Dogecoin Prices Plateau	Bitcoin reached a historic milestone, which will open the $800 billion floodgates this summer. Meanwhile, the price of ethereum, BNB, XRP, solana, cardano, and dogecoin flattened out.	Dan Runkevicius	Apr 29, 2022
261	Ford’s Q1 Results Were Mixed, But The Outlook Is Strong	Ford posted a mixed set of Q1 2022 results, as the company continued to witness strong demand, although production was weighed down by continued supply chain issues and rising inflation.	Trefis Team	Apr 29, 2022
262	Malaysia Awards Digital Bank Licenses To Groups Led By Grab, Sea, Axiata’s Boost	The Malaysian central bank has awarded digital banking licenses to groups led by ride hailing and food delivery giant Grab Holdings, Shopee owner Sea Group and Malaysian lender RHB Bank, as the Southeast Asia nation seeks to embrace online financial services amid an e-commerce boom.	Jonathan Burgos	Apr 29, 2022
263	‘World’s Dominant’ Coin—Legendary Bitcoin ‘Whale’ Reveals His Surprise Top Three Crypto Picks As Price Volatility Hits Ethereum And Others	"A legendary crypto investor once lauded as ""bitcoin Jesus"" has returned to the public sphere..."	Billy Bambrough	Apr 29, 2022
264	Is China Juicing GDP Data? Economists Can’t Help But Wonder	By constructing a bigger and murkier “great firewall” around information and curbing media freedom—including going after Hong Kong’s press—Xi Jinping made China more of a black box than it was a decade ago.	William Pesek	Apr 29, 2022
265	UPEPA’s Commercial Speech Exception Examined For The First Time In Boshears	The U.S. District Court for the Western District of Washington has entered an order on a Motion to Dismiss which interprets the commercial speech exception to the protections of Washington's Uniform Public Expression Protection Act.	Jay Adkisson	Apr 29, 2022
