	date	category	content	sentiment_score
325	2022-03-18	Finance	forbes digital assets web3 summit discuss digital assets web3 impacting invest live work forbes convened key industry leaders newest members forbes blockchain 50 list series virtual panels.	0.017170094
326	2022-03-18	Finance	advisor guide new ira distribution proposed regulations irs issued proposed regulations february 23 2022 quite extensive . proposed regulations interpret many provisions secure act relating see trusts.	0.00833769
327	2022-03-18	Finance	april 18 tax day extend file late late tax returns incur penalties late payment triggers penalties . filing late draw extra scrutiny . right filing late could make likely audited.	-0.8137042
328	2022-03-18	Stock Market	buy 3m stock nearly 20 percent fall year date current price around per share believe 3m stock undervalued . mmm stock fell early january . 20 percent move mmm far year compares 11 percent returns broader p500 index ...	-0.22018892
329	2022-03-18	Stock Market	cut price estimate roku still remain bullish stock roku stock rough couple months declining 50 percent year date 75 percent time highs . multiple factors driving sell . firstly investors broadly reducing allocation high multiple growth stocks amid rising interest rate environment ...	-0.49113616
330	2022-03-18	Cryptocurrencies	biden crypto executive order breakthrough wolf sheep clothing crypto world heaved sigh relief president biden new executive order industry . positive feelings misplaced.	-0.34227872
331	2022-03-18	Finance	russia invasion ukraine adversely impacting india economy tremors russian forces marching towards kiev ukraine felt sectors spread across india economy.	-0.9773234
332	2022-03-18	Stock Market	ubs stock topped profit estimates q4 buy ubs stock nyse ubs increased slightly ytd compared 9 percent drop p500 period . current price per share trading 10 percent fair value	0.4885596
333	2022-03-18	Finance	shredding pandemic covid fender boom lockdowns turbocharged growth digital businesses like zoom netflix also gave jolt world largest electric guitar maker.	0.12259677
334	2022-03-18	Stock Market	bristol myers squibb stock likely offer better returns life sciences company think bristol myers squibb stock nyse bmy currently better pick compared industry peer bio rad laboratories stock nyse bio life sciences company given better growth prospects comparatively lower valuation 3.3x trailing revenues compared 5.7x bio rad ..	0.8817006
335	2022-03-18	Finance	china return 1998 troubling economic moment week really best times worst shanghai stocks acting like electrocardiogram readings perceived value china inc.	-0.37640944
336	2022-03-18	Stock Market	ericsson stock looks set bounce back strongly 30 percent drop last month ericsson stock nasdaq eric almost 30 percent past month 21 trading days massively underperforming p 500 around 3 percent period . eric recent fy 21 earnings saw revenue unchanged .7 billion fy 20.	-0.463494
337	2022-03-18	Finance	borrowers know real cost student loans big win student loan borrowers.	0.009902254
338	2022-03-18	Stock Market	time invest circular economy plastics according google study investment crucial creating circular economy plastics significant opportunities investors particularly nexus climate plastics.	0.061109107
339	2022-03-18	Finance	five lessons entrepreneurs learn george soros billionaire hedge fund investor holocaust survivor leading philanthropist financial speculator boogeyman far right geopolitical counselor founder world renowned university . dive five lessons life relevant startup leaders.	0.02867726
340	2022-03-18	Stock Market	investors like warren buffett still buying energy stocks despite highest prices years energy top performing p sector since beginning 2021 wide margin oil prices per barrel.	0.4774561
341	2022-03-18	Stock Market	buy dip mgm resorts stock despite macroeconomic headwinds russia ukraine war skyrocketing inflation shares mgm resorts nyse mgm declined 12 percent since early february.	-0.9886131
342	2022-03-19	Finance	hawkish fed fairytale forecast major market moving news week fed unexpectedly hawkish stance . expected fed raised federal funds rate . unexpected number rate increases implied median dot plot.	0.28536654
343	2022-03-19	Stock Market	2 buy stocks hit higher highs bid unusual see stock head quickly higher announced price buy bid happened recently 2.	0.7395889
344	2022-03-19	Finance	edward brown constitution ranger part ii first conviction ranger handbook one thing think see pretty clearly rudy erin ed brown matter utter sincerity . kent hovind maybe much.	0.033690844
345	2022-03-19	Stock Market	beat fear bank 7 percent dividends blue chip stocks need talk mistake almost every investor makes particularly easy trap fall today.	0.019186143
346	2022-03-19	Finance	qualify .2 billion student loan cancellation get student loan cancellation.	-0.97673434
347	2022-03-19	Cryptocurrencies	bitcoin crypto price crash triggers serious coinbase warning veteran fund manager jim chanos issued serious warning crypto exchange coinbase calling bubble stock ...	-0.42548877
348	2022-03-19	Finance	china learn russian invasion ukraine china implicated brutal invasion ukraine russia china likely made diplomatic strategic mistake . china learnt impact taiwan	-0.49592084
349	2022-03-20	Finance	bear market rally increasing level bearish sentiment 2022 well documented viper report tom aspray . net allocation tech sector fell lowest since august 2006 looking data driven evidence sellers finished . updated analysis.	-0.3099142
350	2022-03-20	Finance	federal reserve new plan beat inflation inflation fast rise makes controlling important goal	0.20609815
351	2022-03-20	Finance	ask larry early social security retirement benefits reduce spousal rate later today social security column addresses questions taking early retirement benefits affect later spousal benefits effects january 2022 cola benefits taken later whether retirement benefits 70 required.	-0.046091206
352	2022-03-20	Finance	make great difference excusing explaining striking think much entropic atavism large world right seems attributable humiliation humiliation american european elites particular also elites elsewhere done much foment propagate.	0.071431644
353	2022-03-20	Cryptocurrencies	irs gives crypto tax warning forget report irs wants know crypto yes . sounds similar foreign account question tripped thousands helped irs collect billions . question could set big penalties even committing perjury checking wrong box.	-0.29673412
354	2022-03-20	Stock Market	happens stocks bonds fed hikes despite last week strong rally stocks generally traded lower three months fed rate increase . longer term bonds usually seen yields increase . threat stagflation recession escalating conflict ukraine keep market volatility elevated.	-0.31919962
355	2022-03-20	Finance	rosy european auto sales scenarios ditched russia ukraine shock experts ripping automotive sales forecasts hopeful improved scenarios helped fading coronavirus pandemic replaced panic stations following russian invasion ukraine.	-0.32931334
356	2022-03-20	Stock Market	meta facebook stock seen bottom ramki ramakrishnan elliott wave specialist suggests possible retest level move.	-0.77973557
357	2022-03-20	Cryptocurrencies	crypto cancelled implications investors crypto going away continues redefine money	-0.001766501
358	2022-03-20	Finance	three 8 percent plus yields insulated rising rates better asset class deliver 8 percent annual income like clockwork	0.11403804
359	2022-03-20	Cryptocurrencies	crypto price prediction huge bitcoin forecast revealed ethereum bnb xrp solana cardano luna avalanche swing one veteran commodities investor turned bitcoin bull predicted bitcoin price could soar 000 five years pointing compounding effect could drive momentum ...	0.50509787
360	2022-03-20	Finance	reader asks 057 213 credit union . anything wrong case study two retirees improve lot life rethinking savings.	0.043407287
361	2022-03-20	Stock Market	stocks week buy murphy oil hess corporation stock market likely rally april . two strong buy candidates.	0.7827771
362	2022-03-21	Finance	stop trying optimize retirement plan focus much optimizing retirement cause create overly complicated retirement strategy.	-0.028977167
363	2022-03-21	Finance	pinduoduo harvests profits agriculture push asian equities mixed overnight equity markets china taiwan singapore gained hong kong india south korea japan closed.	0.15380868
364	2022-03-21	Finance	spike cyberterrorism opens door crowdstrike biden administration announced last week federal communication commission seek rules mandating minimum cybersecurity standards infrastructure firms . lead gold rush sales crowdstrike.	-0.20651291
365	2022-03-21	Stock Market	intel ceo bought stock good time buy stock semiconductor giant	0.09396477
366	2022-03-21	Finance	foreign tax credit regs transfer pricing picking wrong fight ryan finley writes final foreign tax credit regulations attribution requirement may succeed preventing creditability extraterritorial tax measures logic behind conditions concerning foreign jurisdictions transfer pricing rules difficult follow.	-0.08243704
367	2022-03-21	Finance	inhumane harrowing greed ukraine slams billionaire linked retailer reportedly plotting russia expansion amid invasion leroy merlin became first company world finance bombing store ukraine ministry defense said monday.	0.023098283
368	2022-03-21	Finance	indirect tax considerations us businesses trading uk complexities uk indirect tax landscape challenging us trading partners deal owing lack familiarity rules requirements.	-0.9392016
369	2022-03-21	Finance	plan charitable gifts instead late year impact increase tax wealth charitable giving sending check electronic payment . alternatives help charity.	0.02699129
370	2022-03-21	Finance	billionaires elon musk michel saylor dump dollar buy physical things value cash disappearing annual inflation rate 7.9 percent right though believe number much higher . savings accounts earning measly 0.06 percent average . bond yields underwater.	-0.42537773
371	2022-03-21	Finance	4 easy tips diversifying retirement retirement might seem like long way come sooner expect . glad took easy steps toward constructing diverse retirement portfolio.	0.363796
372	2022-03-21	Cryptocurrencies	next bitcoin prices recent drop toward 000 bitcoin prices fell back weekend approaching 000 climbing 000. cryptocurrency headed next several market observers offer technical analysis.	-0.9766487
373	2022-03-21	Finance	warren buffett finally found exciting company buy last month warren buffett lamented annual letter shareholders berkshire hathaway found little excites us referring ways use billion cash position make acquisition . changed today . berkshire latest acquisition makes total sense.	0.041783024
374	2022-03-21	Finance	russia invasion ukraine could affect europe u.s. economy russian invasion ukraine create great deal fallout . europe feel economic pain relies russia meet energy needs . could spillover effect america	-0.84128124
375	2022-03-21	Finance	fall influencer spin influencers transparent deals marketing tactics . fact lot bs goes influencer dom bs hurt bottom line . three social media marketing tricks watch.	-0.28670064
376	2022-03-21	Finance	forget benjamin graham legendary investors changed definitions value investing john bader halycon asset management told attendees project punch card conference years ago benjamin graham style value investing work anymore.	-0.0010488862
377	2022-03-21	Cryptocurrencies	national strategic military implications mit researcher issues surprise u.s. bitcoin warning amid crypto price crash mit researcher said bitcoin play key role national security recommending u.s. buy bitcoin mitigate impact countries possibly trying wean u.s. dollar dependence ...	0.7153965
378	2022-03-21	Finance	aging place rage easy become increasingly popular promote home setting sophisticated medical treatment long term care often good reason . supporters need recognize burden places families must take ever challenging roles make home care work.	0.09413383
379	2022-03-21	Finance	marie kondo help spark joy financial life least year tidy things ensure track financial goals . year decided apply kondo method finances refreshing reinvigorating say least . follow steps marie kondo way joyful improved financial life	0.42946637
380	2022-03-21	Stock Market	apple diamondback 3 nasdaq stocks buy nasdaq 3 percent last 12 months . time pick bargain stocks.	0.24225044
381	2022-03-21	Finance	reilly automotive value stored road ahead growing physical store network equips company offer consumers extensive product selection alongside knowledgeable service.	0.48856306
382	2022-03-21	Finance	extend student loan pause 2023 biden may . top democrat urging president biden extend ongoing student loan pause growing signs biden might . latest.	-0.06125628
383	2022-03-21	Finance	tycoons adrian cheng lawrence ho list spacs hong kong despite market turbulence real estate tycoon adrian cheng gaming mogul lawrence ho seeking list special purpose acquisition companies spacs hong kong stock exchange jumping initial public offering bandwagon despite increased market volatility caused russia invasion ukraine.	0.0467606
384	2022-03-21	Stock Market	f5 networks stock risen almost 1.5x since 2019 f5 networks inc. stock price gained 44 percent 2019 end around currently primarily due favorable changes p multiple . additionally company witnessed rise revenue period revenue per share increased despite rise outstanding share count.	0.97709453
385	2022-03-21	Stock Market	drove applied materials stock 4x rise since 2018 applied materials inc. stock price grew 4x around 2018 end currently driven primarily almost 3x jump p multiple . additionally steady rise revenues drop outstanding share count helped boost company share price ....	0.95151
386	2022-03-21	Stock Market	better pick owens minor stock think intuit stock company specializes financial tax preparation software currently better pick compared medical devices maker owens minor stock global healthcare logistics company despite intu expensive two p ratio 11.0x ...	0.8840723
387	2022-03-21	Finance	philippines ayala corp. raise billion non core asset sale ayala corp. controlled billionaire jaime zobel de ayala aims raise 52.5 billion pesos billion divesting non core asset divestments beginning toll road south manila selling country second richest person manuel villar.	0.2514787
388	2022-03-21	Finance	fragmented metropolitan regions work together america metropolitan regions need overcome historic fragmentation racial economic divisions create equitable prosperity . new federal efforts seek goal face formidable obstacles success.	0.24058321
389	2022-03-21	Stock Market	roche stock upside stock price roche adr seen fall 7 percent year date 3.5 percent month . roche revenue grew 13 percent .4 billion 2021 aided covid 19 diagnostics tests ronapreve treatment covid 19 developed regeneron distributed roche outside u.s ...	-0.15986368
390	2022-03-21	Stock Market	key points favor wynn stock shares wynn resorts incurred sharp decline broader markets observed sell rising benchmark oil prices inflation resurgence coronavirus cases china . per reports actively exploring modalities announce end pandemic infections ..	-0.41437006
391	2022-03-21	Finance	anaplan go private .7 billion . everbridge next thoma bravo pay 45 percent premium take anaplan clutches activist investors . another pe firm everbridge	0.14997597
392	2022-03-21	Cryptocurrencies	cryptocodex serious bitcoin crypto hack warning apecoin price plummets following excerpt daily cryptocodex email newsletter . sign free ...	-0.46267694
393	2022-03-21	Finance	coinbase coin made though company set records across many chosen key performance metrics 2021 sustained success looks unlikely.	-0.07558921
394	2022-03-21	Finance	icon physicist impact officer billion investment firm patents fusion chambers particle detectors alternative real assets . hailing analytical world physics engineering jill brosig launched esg program harrison street fresh perspective focused measurement accountability.	0.044695444
395	2022-03-21	Stock Market	travelers stock fairly priced travelers stock gained approximately 15 percent ytd compared 9 percent drop p500 index period . current price per share trading fair value trefis estimate travelers valuation . insurance giant recently ...	0.39400914
396	2022-03-21	Stock Market	hyatt hotels stock attracting investor optimism shares hyatt hotels incur sharp decline broader markets observed sell rising benchmark oil prices inflation . hyatt hotels global hospitality company manages franchises owns develops portfolio hotels resorts residential vacation ...	-0.47637695
397	2022-03-21	Finance	million verdict texas company employment discrimination case according complaint numerous black employees faced continuing race discrimination work including promotion denials unequal pay hostile work environment.	-0.98179793
398	2022-03-21	Finance	wellness wellness professionals new business platform provides new kind peace mind risk comes knowing said warren buffet . rapidly growing wellness industry valued .5 trillion need excel bigger ever finding solutions unfamiliar business challenges make difference	0.15356681
399	2022-03-21	Stock Market	expect nike stock fiscal q3 results nike stock company designing developing marketing footwear apparel equipment accessory products scheduled report fiscal third quarter results monday march 21. expect nike stock trade higher due revenues earnings beating expectations ...	0.9753963
400	2022-03-21	Cryptocurrencies	ukraine demonstrates cryptocurrency potent tool marshaling grassroots support crypto industry leaders prominent blockchain businesses anonymous crypto traders donated million worth crypto official crypto wallets ukraine . funds crypto wallet moved allocated support bravest people world.	0.087889016
401	2022-03-22	Finance	social equity policies could shape diversity legal cannabis industry one solution promoting diverse healthy cannabis market states legal cannabis enacted various social equity policies varying success.	0.04411601
402	2022-03-22	Finance	retirees prevent common way cause family rift take steps prevent arguments later among extended family.	-0.03786048
403	2022-03-22	Finance	student loan delinquencies expected spike may end freeze waived billion payments biden yet said whether pause student loan repayment set expire may 1 last.	-0.1650161
404	2022-03-22	Finance	stagflation concern things worry although different rationales causes stagflations perspective primary cause poor monetary policy federal reserve fed adequately account inflation real economy respond changes policies.	-0.1223117
405	2022-03-22	Cryptocurrencies	ethereum 2.0 make break near recent weeks trend ethereum insane transaction fees ended . bullish bearing cryptocurrency	0.33127156
406	2022-03-22	Finance	6 step financial checklist young physicians due high income financial planning needs lack financial education many doctors may easy target unscrupulous salespeople looking make quick buck . fortunately understanding simple principles improve financial trajectory many medical field.	0.22854924
407	2022-03-22	Finance	cybercriminals stole .9 billion 2021 using social engineering break remote workplaces annual fbi report highlights remote communication virtual meetings leave businesses individuals vulnerable social engineering attacks fraudsters.	-0.3629245
408	2022-03-22	Finance	let irs catch forgotten de minimis rule buy municipal bonds tax free safe income . rates rise bond prices fall certain level irs rule need know.	0.014321539
409	2022-03-22	Stock Market	stocks jump investors prepare bigger fed rate hikes fight inflation odds 50 basis point rate hike rising analysts say.	0.28242415
410	2022-03-22	Finance	bmw profits look strong despite forecast cut electric plans still questioned bmw profit outlook still strong despite cutting target 2022 seen lagging behind german opposition mention tesla electric car policy still criticized lacking commitment.	0.9026126
411	2022-03-22	Finance	circuits split conservation easement perpetuity regulation valuation remains critical oakbrook thus took position land covered easement appreciated value 700 percent single year worst real estate crisis hit united states since great depression.	0.36632302
412	2022-03-22	Stock Market	pelosi exercises tesla stock options buy million shares monday filing house speaker disclosed financier husband paul pelosi cashed options last week.	0.12389038
413	2022-03-22	Finance	banks great core cloud migration finally way banks reluctant move away legacy mainframe technology even though software often decades old . pandemic gave banks crash course cloud demonstrating speed agility launch new products processes driving banks move cloud	0.11565277
414	2022-03-22	Finance	joe biden cannabis policy seinfeld common nothing . literally . biden administration shown nothing ambivalence outright hostility towards cannabis consumers investors supporters.	-0.1271434
415	2022-03-22	Finance	ether prices hovering near 000 next digital asset ether prices trading within limited range today . several market observers offer perspective might go next providing technical analysis.	0.2819243
416	2022-03-22	Cryptocurrencies	escape velocity huge ethereum upgrade could see price leave bitcoin bnb xrp cardano solana luna avalanche dust ethereum shot 000 traders eye looming upgrade many think could turbocharge coin ...	0.09329362
417	2022-03-22	Cryptocurrencies	crypto exchange kraken new cfo previously paid 000 penalty charges related misleading investors . admitted wrongdoing billion cryptocurrency exchange kraken recently made high profile hire history everyone noticed first glance.	-0.49793655
418	2022-03-22	Finance	history shows investors buy bear markets likely see huge gains nasdaq average gains 22 percent year falling bear market.	0.89133096
419	2022-03-22	Finance	xiaomi world . 3 smartphone maker says global sales jumped profit dropped 4th quarter international sales account half xiaomi business	-0.38432923
420	2022-03-22	Cryptocurrencies	advances real time payments make crypto less interesting real time payment systems appearing major economies around world undercut claim crypto fast low cost payments innovation.	0.13601623
421	2022-03-22	Finance	whirlpool sends tax world spinning tax notes reporter andrew velarde discusses tax structure dispute whirlpool v. commissioner case future implications multinational companies.	0.00028622616
422	2022-03-22	Finance	alphabet crosses key moving average level trading tuesday shares alphabet crossed 200 day moving average .96 changing hands high .48 per share.	0.33965904
423	2022-03-22	Finance	indonesian e grocery startup sayurbox raises million series c funding jakarta based sayurbox said latest funding round led northstar alpha jwc ventures.	0.8922927
424	2022-03-22	Stock Market	behind motorola solutions stock 2x move since late 2018 motorola solutions inc. stock price gained 102 percent 2018 end around currently primarily due favorable changes p multiple . additionally company witnessed rise revenue period revenue per share increased despite rise outstanding ...	0.9681591
425	2022-03-22	Stock Market	nokia stock continue post earnings outperformance nokia stock nyse nok almost 20 percent past two weeks 10 trading days massively outperforming p 500 little less 6 percent period . nokia recent fy 21 earnings saw revenue rise marginally .5 billion .1 billion fy 20 ...	0.48077837
426	2022-03-22	Stock Market	e commerce stocks underperforming year theme e commerce stocks comprised u.s. based e commerce companies well logistics payment players underperformed year date 2022 declining 25 percent compared p 500 remains 7 percent . couple factors weighing theme ...	-0.46601063
427	2022-03-22	Cryptocurrencies	insight paco de la india run bitcoin world tour paco de la india young indian travelling world living bitcoin . mission travel 40 countries 400 days	0.016189033
428	2022-03-22	Finance	china owes federal reserve saving 5.5 percent growth target stepping pace rate hikes jerome powell may china big favor actually help stabilize economy.	0.9196805
429	2022-03-22	Stock Market	credit suisse stock missed consensus q4 fairly priced credit suisse stock lost approximately 16 percent ytd compared 7 percent drop p500 period . current price per share trading 17 percent fair value trefis estimate credit suisse valuation ...	-0.46365002
430	2022-03-22	Stock Market	rising covid cases talk second booster drive moderna stock higher . rally continue covid 19 vaccine maker moderna stock rallied close 29 percent last week five trading days compared p 500 6 percent period . stock also remains 18 percent past month . multiple factors driving stock higher ...	0.4536613
431	2022-03-22	Finance	read sec milestone proposed climate related disclosure framework sec released much anticipated proposed climate related disclosures . affect investments expected company shape expectations article distilled 534 pages essentials need know	0.00087503553
432	2022-03-22	Finance	banks overtake fintechs interest rates rise bet debate rising interest rates improve banks lending profitability . assumption higher cost funds unduly penalize fintechs swinging lending tide back banks ignores realities.	0.009503394
433	2022-03-22	Stock Market	happening netflix stock netflix stock rallied 12 percent last week . couple trends driving recent gains . firstly broader p 500 done well last week rising 6 percent federal reserve raised interest rates quarter percentage point line market ...	0.64728826
434	2022-03-22	Finance	3 funds could let live dividends alone contrarian indicator flashed telling us time buy one favorite high yield investments ...	0.066693865
435	2022-03-22	Finance	fed official suggests central bank fueling inflation raising rates aggressively faster better fed president bullard said asked quickly fed hike interest rates playing concerns overly aggressive hikes could slow economic growth.	-0.91992545
436	2022-03-22	Finance	alibaba buys back big reuters reports us listed companies preparing pcaob review asian equities largely higher despite us fed chair driven downdraft led hong kong japan india.	0.7322875
437	2022-03-22	Cryptocurrencies	battle control metaverse open innovation outrun corporate domination sxsw web3 community pushed metaverse built open frameworks one built proprietary platforms . core question metaverse operated citizens become richer equitable valuable users one corporate designed operated	0.062293258
438	2022-03-22	Finance	shopify shop elsewhere realistic expectations though company benefited greatly rapid e commerce adoption 2021 continuation growth unlikely shares still fall.	-0.9819518
439	2022-03-22	Stock Market	covid 19 treatment stocks buy global infections rise indicative theme covid 19 treatment stocks includes biotech pharma companies selling developing treatments covid 19 virus declined 2 percent year date outperforming p 500 declined 6 percent period ...	-0.4739973
440	2022-03-22	Finance	state taxing social security benefits probably know live retirement determine tax bill state level . may know many state taxing social security . keep reading find states tax social security benefits.	0.00265783
441	2022-03-23	Finance	shopify bruised undiminished massive ad sales loom amazon.com amzn reported february advertising business grown billion sales billion 2017.investors buy shopify shop though . let explain.	0.042498387
442	2022-03-23	Stock Market	bet tripadvisor stock recent bounce yet shares tripadvisor trip running overhead pressure level could soon run lower.	-0.98193455
443	2022-03-23	Stock Market	gamestop stock skyrockets billionaire ryan cohen buys another million shares gamestop shares skyrocketed much 20 percent wednesday climbing 30 percent tuesday.	0.24896796
444	2022-03-23	Cryptocurrencies	binance ftx new strategy pay dues caesar get licensed rapid fire series global crypto licenses granted ftx binance derivatives powerhouses signaling change strategy steady pursuit market share lucrative perpetual contracts market.	0.51886415
445	2022-03-23	Cryptocurrencies	nigerian crypto startup canza raises .27 million international payment service nigerian crypto startup canza looking help enterprises business internationally solve dollar problems cross border payment service.	0.5846575
446	2022-03-23	Stock Market	analysts say stocks rally 30 percent investors navigate perfect storm headwinds stocks strong earnings growth still good bets even market citi analysts say.	0.954548
447	2022-03-23	Finance	biden administration updates eligibility guidance expanded student loan forgiveness program new guidance education department may allow many borrowers qualify student loan forgiveness temporary expanded relief program.	0.37966266
448	2022-03-23	Finance	create worst case scenario budget covid 19 crisis sweeping across world many people losing income relief comes bills necessities.	-0.9548225
449	2022-03-23	Finance	starwood property trust passes 8 percent yield mark trading wednesday shares starwood property trust yielding 8 percent mark based quarterly dividend annualized .92 stock changing hands low .70 day.	0.1739218
450	2022-03-23	Finance	sec wants companies disclose climate risk retirement savers still plenty worry . climate change expected lower gdp 2.5 percent 2050 7.2 percent 2100 right millenials gen z reach retirement age . federal regulator drafted rule force companies disclose greenhouse gas emissions investors feel rule go far enough.	0.105883785
451	2022-03-23	Cryptocurrencies	blockchain based financial products face challenges cautions gao report include risks users broader financial system due current lack consumer protections ability use technology facilitate illegal activity study warned.	-0.1674677
452	2022-03-23	Finance	happy birthday pesa pesa example fintech really change lives deserves special place history.	0.16707963
453	2022-03-23	Finance	states highest lowest gasoline tax gasoline prices determined political corporate greed something else read learn.	-0.0140757
454	2022-03-23	Finance	cardano ada token reached highest since mid february next digital asset cardano ada rallied today climbing loftiest value month . digital currency headed next several analysts offer perspective.	0.51180613
455	2022-03-23	Finance	salesforce trading strategy buy sell cloud based customer relationship software company.	0.031652994
456	2022-03-23	Finance	student loan payment pause saved billion borrowers student loan cancellation student loan borrowers.	-0.5400355
457	2022-03-23	Finance	central banks must collar commodity prices fed central banks meant maintain stability call systemically important prices indices sipis . borrowing since 2008 housing costs familiar examples . commodity prices next.	0.0061620884
458	2022-03-23	Finance	tencent reports q4 financial results eye future tencent reported q4 financial results hong kong close.	-0.12831606
459	2022-03-23	Finance	dow falls 400 points supply disruptions send oil prices surging higher markets facing harsh reality geopolitical risks add inflation fears.	-0.959973
460	2022-03-23	Finance	covid 19 may impact long term care costs well future according renowned medical journal lancet vast research effort gone covid 19 past two years celebrated great human achievement given us tools turn pandemic disease manageable endemic one.	0.86800075
461	2022-03-23	Stock Market	alcoa stock attracting investor optimism shares alcoa continued upward trajectory commodity prices surged due russia ukraine war skyrocketing inflation . alcoa global industry leader bauxite alumina aluminum products operations across nine countries . actively explores criteria ...	0.41587743
462	2022-03-23	Finance	2 bargain funds paying 7.9 percent big upside rates rise aside scaredy cats running money also misinformation campaign floating around closed end funds cefs.	-0.1450408
463	2022-03-23	Finance	billionaire guo guangchang fosun list fashion house lanvin new york via .9 billion spac deal lanvin group controlled chinese billionaire guo guangchang fosun international agreed merge blank check company primavera capital acquisition corp. pcac transaction valuing combined entity .9 billion.	0.23614264
464	2022-03-23	Finance	new home sales fell february plunging affordability poses challenging year housing market average price new home jumped 000 first time ever february bank america expects prices could rise another 10 percent year.	-0.5597895
465	2022-03-23	Finance	china auto billionaire geely sees end chip shortage cut 21 profit intensified china competition higher materials prices subsiding either li shufu geely says	-0.22962615
466	2022-03-23	Finance	hotel tycoon ong beng seng temasek units win bid singapore press properties consortium backed hotel properties controlled billionaire ong beng seng wife christina units singapore state owned investment firm temasek bidding real estate assets media giant singapore press holdings.	0.04516696
467	2022-03-23	Cryptocurrencies	japanese crypto exchange coincheck eyes u.s. listing via .25 billion spac deal coincheck subsidiary japanese online brokerage firm monex group expected list nasdaq global select market transaction closed second half 2022.	0.006495484
468	2022-03-23	Finance	malaysian billionaire stanley thai invests million build supermax glove manufacturing plant texas supermax corp controlled malaysian billionaire stanley thai said u.s. unit maxter healthcare invest million build manufacturing facility medical gloves brazoria county texas.	0.33827546
469	2022-03-23	Stock Market	15 percent last month nvidia stock could continue rallying nvidia corporation stock almost 15 percent past month 21 trading days outperforming p 500 little 3 percent period . look change last five ten days stock risen 18 percent 26 percent outperforming broader market ...	0.92991436
470	2022-03-23	Finance	24 percent last month next fuelcell energy fuelcell energy stock company designs manufactures operates fuel cell power plants rallied almost 12 percent last week five trading days . stock also remains close 24 percent past month 21 trading days compared p 500 returned 2 percent.	0.8726816
471	2022-03-23	Finance	bed bath beyond 53 percent month next bed bath beyond seen stock grow almost 53 percent last month 21 trading days compared p 500 grew 2 percent period . company stock rose news broke ryan cohen took nearly 10 percent stake home goods retailer agitating ...	0.31571457
472	2022-03-23	Stock Market	goldman sachs stock posted mixed results q4 expect goldman sachs stock lost approximately 11 percent ytd compared 5 percent drop p500 index period . current price per share trading 19 percent fair value trefis estimate goldman sachs valuation . investment bank posted mixed ..	-0.58080095
473	2022-03-23	Stock Market	moscow stock exchange finally reopen ukraine invasion restrictions moscow stock exchange russia largest exchange group halted stock trading since february 28.	-0.9369208
474	2022-03-23	Stock Market	mobile stock outperformed year mobile stock fared well year rising 11 percent year date compared broader p remains 7 percent period . mobile peers verizon also 3 percent 9 percent respectively year date . couple factors ...	0.59085363
475	2022-03-23	Stock Market	happening doordash stock food delivery player doordash stock surged close 40 percent last week five trading days trading levels around monday . tech stocks general fared well last week nasdaq 100 soaring 9 percent federal reserve raised interest rates ...	0.9491415
476	2022-03-23	Cryptocurrencies	crypto digital asset funds easy way crypto investing family offices crypto investing simply buying coins family offices considering move numerous yield opportunities strategies exist.	0.0029495386
477	2022-03-23	Finance	student loan cancellation student loan payment pause confusing . know . means student loans.	-0.31767216
478	2022-03-23	Cryptocurrencies	new crypto venture fund raises million plan become dao 2025 fund named dao5 invest seed pre seed stage protocols companies across layer 1 infrastructure defi gaming verticals . plan become dao still lacks firm roadmap.	0.052879468
479	2022-03-23	Finance	biden forgive student loans issuing new regulations although president legally implement broad student loan forgiveness executive order may possible implement loan forgiveness issuing new regulations income contingent repayment plan remaking new loan forgiveness program.	0.099696636
480	2022-03-23	Finance	inflation tax robert goulder joseph j. thorndike discuss whether inflation tax five minutes.	0.0075473273
481	2022-03-23	Finance	investments declining maybe good time convert traditional ira 401 k roth ira opportunities falling markets . one might lower cost converting roth ira.	-0.3496381
482	2022-03-23	Finance	7 tips investing college student college period transition new experiences learning responsible functioning adult . also time start solidifying good habits exercising regularly investing future . know investing trading stocks college.	0.049221363
483	2022-03-24	Cryptocurrencies	feds charge two 20 year olds alleged nft money laundering rug pull scheme pair frosties project took .1 million founders absconded funds prosecutors say.	-0.81342804
484	2022-03-24	Finance	experts banking financial institution interest rates conditions setting stage bank acquisitions year.	0.0022640983
485	2022-03-24	Cryptocurrencies	valkyrie head research lists top two lessons learned almost decade crypto josh olszewicz head research valkyrie explains top two things crypto taught since 2013 keying technology outlook.	0.02962394
486	2022-03-24	Finance	biden permanently abolish student loan interest says key senator millions borrowers barrel towards end student loan payment pause key senate democrat calling president biden permanently eliminate federal student loan interest.	0.00091255456
487	2022-03-24	Finance	former education secretary says student loans cancelled 3 major issues 3 major issues central student loan forgiveness.	-0.9179358
488	2022-03-24	Finance	sec wants corporations calculate climate impact companies business opponents cite overreach supporters say way make sure corporations pass along dirty work contractors.	-0.1083553
489	2022-03-24	Finance	wall street firms slashing p 500 price targets predict markets stock market forecasts year growing steadily gloomier.	-0.9880567
490	2022-03-24	Cryptocurrencies	billion crypto boom suddenly sends price bitcoin ethereum bnb xrp cardano solana soaring bitcoin cryptocurrency prices rocketed higher following global stock markets rebounded investors come terms federal reserve inflation busting interest rate hikes ...	0.8570136
491	2022-03-24	Stock Market	week credit card news big changes app payments major credit card move apple took place week credit card payment industries	0.0143886
